,weight_1_1,weight_1_2,weight_1_3,weight_1_4,weight_1_5,weight_1_6,weight_1_7,weight_1_8,weight_2_1,weight_2_2,weight_2_3,weight_2_4,weight_2_5,weight_2_6,weight_2_7,weight_2_8,bias_1,bias_2,avg_s_trans,avg_s_rot,avg_v_sens,episode_time_ms,time_of_day,distance_to_previous_model,fitness
0,1.42432751221,-0.569049222914,-0.150427734098,0.776539419165,1.4037218729,-1.42605465245,0.610185498857,-0.434392628363,0.820069970268,-0.0275752373253,1.1487397086,-0.693408175566,0.591397172365,-0.482523122727,0.308497700167,-1.03257767261,0.683783653315,2.23272283888,23.7624074936,0.253244576454,0.125594360228,2020-01-14 17:15:03.290743,11.5827331543,0.0,5.761
1,1.10172810645,-0.0535579913758,0.175503325377,-0.157722375557,-0.801066501902,-0.587147708854,2.68310183809,1.58091826292,0.384413001816,-1.00689756091,-5.97601165972,-1.78742248818,0.702728837126,-0.0667547650082,-0.356354250722,-0.444798704194,0.270268026678,1.0,18.3461772601,0.523398842414,0.143291016203,2020-01-14 17:15:14.214689,10.9153838158,8.995,5.761
2,0.78333065809,-0.702590042871,0.0672436217457,0.704932427735,-1.52583270336,-0.333966694897,0.987331127175,-0.197573434921,0.360224561314,-0.18455233721,0.59145061735,0.0395753034202,0.76237600911,-0.493271309821,0.105477009164,-0.732138340278,1.87969976304,1.21134924967,33.9748397555,0.133737547057,0.77069238532,2020-01-14 17:15:26.564010,12.3407950401,52.071,5.761
3,0.931681538603,-0.719781964482,0.0848977823377,2.44009103687,-1.81190448388,-0.761024223374,0.743891280161,0.691252635407,0.26956085427,-0.530106661922,0.478408136979,-0.808517846331,0.124207758765,-2.06355812415,-0.0487481963789,-0.676593442979,2.55994958224,1.49722052599,24.2705616951,0.347657357156,0.329521855248,2020-01-14 17:15:40.091022,13.518684864,2.761,15.568
4,-0.0567943617538,-0.882849008978,0.103875049178,-0.248997548456,-2.02160369565,-0.0283410774716,0.66149743031,-2.16477893406,0.226765903224,-0.639579486201,0.386489639897,-0.603378887904,-0.0502958899165,-2.06355812415,-0.0169488788144,0.263097108997,2.55994958224,1.35716541824,33.9791798062,0.141938437356,0.12275488431,2020-01-14 17:15:55.063852,14.9639630318,8.451,20.173
5,0.90898454482,-0.744638099804,0.0308700820344,2.44009103687,-2.45489806671,-0.727060596586,0.743891280161,0.691252635407,0.589264192278,-0.554533173867,0.478408136979,-0.854444178006,0.157998490625,-2.16590884311,0.0567254531868,-0.749424467146,1.62705689491,1.38013707043,33.4309138298,0.157378451824,0.243716490097,2020-01-14 17:16:11.266558,16.1942458153,17.978,20.173
6,0.931681538603,-0.719781964482,0.0880629641074,3.27835744543,-1.81190448388,-0.913188095187,-0.784761916302,-1.26143491881,-0.186964436722,-0.530106661922,0.726235830174,-0.541485474945,0.439896298203,-3.98740162854,0.0718402095924,-1.58805678405,5.61797067498,0.4509576368,-7.1424334266,0.377536966042,0.513881692803,2020-01-14 17:16:28.833991,17.5588300228,1.436,20.173
7,0.609093709705,-0.704223691162,0.0848977823377,3.65976717043,-2.4886528508,-0.912510192513,1.9912421638,0.691252635407,0.26956085427,-0.465149890664,0.478408136979,-0.197859299147,0.0638471987366,-2.21163549912,-0.621468607182,-0.702170595137,1.65200380193,1.49722052599,28.4531898499,0.288643932343,0.0,2020-01-14 17:16:47.673287,18.8305358887,22.309,20.173
8,0.910629893789,-0.792412465096,0.0848977823377,2.76645827534,-1.77832766067,-1.226450926,0.553981523256,0.0831120810413,-0.209112675782,-0.353546812433,0.504407070283,-1.48511621236,0.228100494919,-1.8701801769,-0.0899488050322,-0.577678890317,0.222935561112,1.49722052599,-25.6078767776,0.138094028143,0.772885824984,2020-01-14 17:17:07.991417,20.308770895,5.184,20.173
9,0.660606425699,-0.885440707952,0.0820465092079,3.27406046865,-1.81190448388,-1.50290008724,-0.609286684868,0.307300208267,0.26956085427,-0.444175720991,0.868016000202,-2.33890764954,0.0182630238833,-2.77166011046,0.207091026183,-0.71246207246,1.75724581089,1.49722052599,-5.17151161603,0.640676309381,0.722924635793,2020-01-14 17:17:29.403027,21.4026098251,6.976,20.173
